id,input,output
nikluge-au-2022-train-006181,꼬우 지다 차장 하다,1
nikluge-au-2022-train-006182,그냥 눕다,0
nikluge-au-2022-train-006183,보통 반대 아니다,0
nikluge-au-2022-train-006184,너 동생,0
nikluge-au-2022-train-006185,딱 내 취향 얼굴 상,0
nikluge-au-2022-train-006186,혼자 열심히 하다 1 차 광탈 되다 새끼 즐 꼽 먹다 울다 거 보고 마음 생기다 버리다,1
nikluge-au-2022-train-006187,이 셋 보고 간다,0
nikluge-au-2022-train-006188,진짜 셋 다,0
nikluge-au-2022-train-006189,그것 설 정이 되다,0
nikluge-au-2022-train-006190,하루 하다 번 투디 오타쿠 혐오,1
nikluge-au-2022-train-006191,그것 서서히 내 안 스며들다 되어다 자 연 스 레,0
nikluge-au-2022-train-006192,오늘 줌혐 게이지 올라가다,1
nikluge-au-2022-train-006193,내년 모차르트 또 하다,0
nikluge-au-2022-train-006194,rt 한 트친 쓰레기 같다 능력 부여,1
nikluge-au-2022-train-006195,에클닥 못 잃다 광광 되다 1시 즌 재생 성의 충격 공포,0
nikluge-au-2022-train-006196,깽깽 이 들,1
nikluge-au-2022-train-006197,저 학교 선생님 들 이상하다 건가 커리큘럼 도르다 건가,1
nikluge-au-2022-train-006198,너무 자랑스럽다 이 곳 글 남기다,0
nikluge-au-2022-train-006199,있다,0
nikluge-au-2022-train-006200,끝 안 봄,0
nikluge-au-2022-train-006201,생각 하다 것 한남,1
nikluge-au-2022-train-006202,역시 남자 좀 괜찮다 싶다 꼬추 자르다 야하다,1
nikluge-au-2022-train-006203,땡큐 베리 감사,0
nikluge-au-2022-train-006204,근데 오타쿠 아니다 검색 하다 별로 상관 없다 것 뜨다 건 좀 글킨한데 워쪄겄어,1
nikluge-au-2022-train-006205,하하 하 나 멍청이,1
nikluge-au-2022-train-006206,안 하다 잘 하다,0
nikluge-au-2022-train-006207,죽다 호르몬,1
nikluge-au-2022-train-006208,심즈 찾다,0
nikluge-au-2022-train-006209,좆 노잼 ㄷㅔ 어느 앞가림 못 하다 천지 들,1
nikluge-au-2022-train-006210,그래도 반 댓 쪽 친구 자다 어떻다 잡고 있다 바,0
nikluge-au-2022-train-006211,아직 은 문제 없다 것 같다 애,0
nikluge-au-2022-train-006212,RT 팔 짱 끼 멀다 아 좀 안일 이렇다 개 소리 하 아침 상쾌하다 잘나다 것 좀 같다 기분 째다,1
nikluge-au-2022-train-006213,누군가 정말 절박 하다 그렇다 절박 함 이용 하다 먹다 꼬 라지 제일 기분 나쁘다 내 계정 해킹 하다 그렇다 일 한다는 게 더 기분 나쁘다,1
nikluge-au-2022-train-006214,머 갈다 텅텅,1
nikluge-au-2022-train-006215,멋징 이,0
nikluge-au-2022-train-006216,첫 일주일 무료 하루 하다 편 씩 보다,0
nikluge-au-2022-train-006217,길빵 하 남자 들 특히 중년 이상 한남 저 씨 들 죽다,1
nikluge-au-2022-train-006218,아니다 빻은 나오다 타이밍 것 같다,1
nikluge-au-2022-train-006219,기생충 보다,0
nikluge-au-2022-train-006220,가난 계급,0
nikluge-au-2022-train-006221,여기 역사 증인,0
nikluge-au-2022-train-006222,말 하다 꼬라 별로 투표 싶다 않다,1
nikluge-au-2022-train-006223,주변 알다 여자 모니터 속 아니메 캐릭터 없다 놈 들,1
nikluge-au-2022-train-006224,경찰 이 개새끼 들 지다 들다 생각 하 넼,1
nikluge-au-2022-train-006225,저희 집도,0
nikluge-au-2022-train-006226,새벽 다섯시 곡 함,0
nikluge-au-2022-train-006227,마르다 탕 마파두부 다르다 둘 다 매다,0
nikluge-au-2022-train-006228,책 좋다 절판 되다 못 사기 전 빨리 실물 또 사다 돼다,0
nikluge-au-2022-train-006229,셀프 도태 인증 하야 꾸다 요망,1
nikluge-au-2022-train-006230,후 채권 창놈 시절 버릇 못 버리다,1
nikluge-au-2022-train-006231,씼 늘다 대다 씻다 못 이 뭐 진짜,0
nikluge-au-2022-train-006232,만큼 자기 장르 확실하다 파악 있다 참되다 오타쿠 없다,1
nikluge-au-2022-train-006233,진짜 못 생기다,1
nikluge-au-2022-train-006234,내일 날씨 진짜 처 돌다,1
nikluge-au-2022-train-006235,부랄 떼다 안 나 거 아니다 심다 토론 필요하다,1
nikluge-au-2022-train-006236,RT 도 몇 년 전 만해 상 인기 이렇다 않다,0
nikluge-au-2022-train-006237,이 자기야 내 오다,0
nikluge-au-2022-train-006238,내다 저 새끼 들 왜 저런 자리 자기 관리 1 도 안 하다 나오다,1
nikluge-au-2022-train-006239,아 진짜 양 아치 새 기 드 ㅜㄹ,1
nikluge-au-2022-train-006240,늘다 저녁 오다 하다 아마 인쟈 뱅기 타다,0
nikluge-au-2022-train-006241,저런 새끼 들 대가리 왜 들다 다니다,1
nikluge-au-2022-train-006242,그냥 효수 죽지,1
nikluge-au-2022-train-006243,연기 못 하다 놈 어디서 나불나불,1
nikluge-au-2022-train-006244,일단 한국인 쓸다 수 있다 베리 이 션 넘어서다,0
nikluge-au-2022-train-006245,아직도 그 푸다 랑스 드라마 잊혀지다 않다,0
nikluge-au-2022-train-006246,1 화 사망,0
nikluge-au-2022-train-006247,아니다 틸리 앉히다,0
nikluge-au-2022-train-006248,아아 듀공 팔오 듀공 팔오 갓길 주차 하다,0
nikluge-au-2022-train-006249,조조 들어오다 내다 냄새,1
nikluge-au-2022-train-006250,아니다 내 계좌 돈 부치다,0
nikluge-au-2022-train-006251,맞다,0
nikluge-au-2022-train-006252,숨 사다,0
nikluge-au-2022-train-006253,드디어 나다 읽다,0
nikluge-au-2022-train-006254,족보 그거 이름 석 자 올 리자 종친 회부 랄탕 얼마 내야 되다,1
nikluge-au-2022-train-006255,일 년전 트윗 어떻다 사람 들 마음 남기다 거 님,0
nikluge-au-2022-train-006256,공연 갓 다 오다 처 돌이 되다 뻔햇 늘다 그냥,1
nikluge-au-2022-train-006257,나 늦다 목소리 사랑 하다,0
nikluge-au-2022-train-006258,얼굴 사랑,0
nikluge-au-2022-train-006259,사실 구 라임,0
nikluge-au-2022-train-006260,동 그란 생명체 마리모 친구 아 놓다,0
nikluge-au-2022-train-006261,진짜 내 친구,0
nikluge-au-2022-train-006262,오빠 나다 마리모 잇다,0
nikluge-au-2022-train-006263,우리 집 마리모 물 자다 안 갈다,0
nikluge-au-2022-train-006264,단 콘 가야 되다,0
nikluge-au-2022-train-006265,그렇다 또 며칠 뒤 그래도 울 빻 공주 원숭이,1
nikluge-au-2022-train-006266,또 아무 안 알다 줌,0
nikluge-au-2022-train-006267,이 거 노래 개 좋다,0
nikluge-au-2022-train-006268,난 사실 처음 황진 사 따다 알다,0
nikluge-au-2022-train-006269,근현대사 배우다 조정 놈 들 끊임없다 의심 하다 되다,1
nikluge-au-2022-train-006270,이 감싸다 진짜 얼 탱 이 없다,1
nikluge-au-2022-train-006271,역시 유유 빻종 샹,1
nikluge-au-2022-train-006272,이 정도 그때 거의 도 원 결의 아니다,0
nikluge-au-2022-train-006273,운명 공동체 되다 암시 아니다,0
nikluge-au-2022-train-006274,넹둘 제일 오래되다 트윗 2013년 이던데 내 2014년 에 넹둘 치이다 늦덕 아니다,0
nikluge-au-2022-train-006275,계폭 하 심 진짜 이 무슨 오타쿠 고고학자 ㅇㅏ 니 울다,1
nikluge-au-2022-train-006276,또일럿 해주다,0
nikluge-au-2022-train-006277,띠용 그렇다,0
nikluge-au-2022-train-006278,그렇다 내버리다 두다,0
nikluge-au-2022-train-006279,오타쿠 생활 십년 넘다 네 이면 풍월 읊는건,1
nikluge-au-2022-train-006280,암튼 너 좋다 사람,0
nikluge-au-2022-train-006281,면접 개 소리 하다,1
nikluge-au-2022-train-006282,두르다 인터 트려 한라 지리 욕먹다,0
nikluge-au-2022-train-006283,구토 체스 엠엠알 실버 고정 돼다,0
nikluge-au-2022-train-006284,오르다 점수 내리다 점수 차이 크게 없다,0
nikluge-au-2022-train-006285,산촌 편 왜 이렇게 들다 별거 없다 쉽다 표현 하다,0
nikluge-au-2022-train-006286,어렵다 힘들다 해도 되다 같다,0
nikluge-au-2022-train-006287,대단하다 맞다 같다,0
nikluge-au-2022-train-006288,장 회장 밑 갈고 닦다 꼰대력,1
nikluge-au-2022-train-006289,하나 열다 지다 빻 소리,1
nikluge-au-2022-train-006290,나 8월 달에 생리 안햇 다,0
nikluge-au-2022-train-006291,황당하다 웃기다,0
nikluge-au-2022-train-006292,악마 같다 놈 들,1
nikluge-au-2022-train-006293,레즈 보다,0
nikluge-au-2022-train-006294,큰일 나다,0
nikluge-au-2022-train-006295,그래도 테닥 카닥 뭔가 인간 같다 그렇다 느끼다,0
nikluge-au-2022-train-006296,음탕하다 오타쿠 임,1
nikluge-au-2022-train-006297,이렇다 보고 설레다,0
nikluge-au-2022-train-006298,방송국 놈 들 왜 이렇게 순위 프로그램 좋아하다,1
nikluge-au-2022-train-006299,문자 투표 빻 거 찍다 탈락,1
nikluge-au-2022-train-006300,눈알 개 썩 엇네,1
nikluge-au-2022-train-006301,애교 빼다 말 하다 비싸다 사면 안되다,1
nikluge-au-2022-train-006302,머 이런 놈 잇다,1
nikluge-au-2022-train-006303,난 다 알,0
nikluge-au-2022-train-006304,아 놓다 빻 감자 인정 캘리 닥터,1
nikluge-au-2022-train-006305,돌다,1
nikluge-au-2022-train-006306,너무 좋다,0
nikluge-au-2022-train-006307,오늘 열심히 오타쿠 짓 하겟습니,1
nikluge-au-2022-train-006308,반갑다,0
nikluge-au-2022-train-006309,눈썹 ㄹ 왜 밀다,0
nikluge-au-2022-train-006310,당황 애인 달래다 개싹퉁 바가지 애인,1
nikluge-au-2022-train-006311,아 진심 좋다,0
nikluge-au-2022-train-006312,헐다 충격 요,0
nikluge-au-2022-train-006313,배타 밉다 나 정도 꼰대 아니다 하다 꼰대 같다,1
nikluge-au-2022-train-006314,늘다 배우다 사람 나 근본 없다 커플링 안 잡다 ㄴ,0
nikluge-au-2022-train-006315,백합 말 빻 남 덕이 어쩌고저쩌고 니 사용 하다 맙시 레즈 말 사용 하다 트윗 보다 백 하다,1
nikluge-au-2022-train-006316,이 걸왜나 말 하 표정,0
nikluge-au-2022-train-006317,점점 충고 해주다 섹시하다 쿨남 이미지 메이킹 하다 같다 쫌 별로 임,1
nikluge-au-2022-train-006318,동생 그림 잘 그리다,0
nikluge-au-2022-train-006319,근데 동생 스토리 안 써다 고해 꼬,0
nikluge-au-2022-train-006320,나 같이 어케 해보다,0
nikluge-au-2022-train-006321,그래서 고민 해봤다 안되다,0
nikluge-au-2022-train-006322,솔직하다 하다 남 엠씨 다 개 노잼 고요,1
nikluge-au-2022-train-006323,평소 개 싸다 없다 여주 막대 하 중요하다 순간 믿다 남 형사 2천 명 쯤 있다,1
nikluge-au-2022-train-006324,아침 에타 글 보다 기분 재기 하다,1
nikluge-au-2022-train-006325,개 소리 숫자 붙이 논리 적다 알다,1
nikluge-au-2022-train-006326,버스 타 한남 버스 아저씨 싸우다 있다 암튼 한남 잘못,1
nikluge-au-2022-train-006327,응 가마 려운 얼마나 더 기다리다 야하다,0
nikluge-au-2022-train-006328,우리 병원 예약 제인 디,0
nikluge-au-2022-train-006329,굿 즈 보 다가 옛날 염치 없이 무 오지 치다 받다 하다 걸 깨달음 우 잡 새끼,1
nikluge-au-2022-train-006330,나오다 여캐 들 다 내 식 남다 본체 이제 늙다 너무 느리다 진부하다 액션 신들 임,1
nikluge-au-2022-train-006331,믿다 잖다,0
nikluge-au-2022-train-006332,그냥 녹차 뭔가 다른 좀 찌다 느낌 담 일본 가면 엄청 사오다,0
nikluge-au-2022-train-006333,포도 맛 사보다,0
nikluge-au-2022-train-006334,저 빻남덕새키,1
nikluge-au-2022-train-006335,그리고 연봉 협상 하다 내 네,0
nikluge-au-2022-train-006336,대답 하다 왜,0
nikluge-au-2022-train-006337,기분 안좋다,0
nikluge-au-2022-train-006338,이르다 뭐임,0
nikluge-au-2022-train-006339,앞 느 개비 정신 열심히 지키다,1
nikluge-au-2022-train-006340,아가 타임 라인 사람 거꾸로 있다 사진 보다 소름 돋다 다시 찾다 고하 안 보이다,0
nikluge-au-2022-train-006341,혹시 보신 불다,0
nikluge-au-2022-train-006342,나 돈 언제 모으다 야하다,0
nikluge-au-2022-train-006343,차장 서다 기분 재기,1
nikluge-au-2022-train-006344,뭐 뭐 해주다 이르다 내 네 이르다 끝나다 꼭 사족 붙이다 짜증나다 함,1
nikluge-au-2022-train-006345,동생 흑마 법 하라 진짜 흑마 넣다 잔,0
nikluge-au-2022-train-006346,미치다 진짜,0
nikluge-au-2022-train-006347,컴퓨터 자다 모르다 이렇다 멍청하다 빡 대가리 일이 생기다,1
nikluge-au-2022-train-006348,난 회사 그만두다 머리 딸리다 자존감 딸리다 내 하다 아무 것 없다 생각 하다 어젯밤 슬프다 울다,1
nikluge-au-2022-train-006349,진짜 븅 신어 그로 충 들,1
nikluge-au-2022-train-006350,그렇다 신고 치다 하다 알 치다 먹다 못 하다 지랄 지랄 하 다가 돈 치다 뜯다 잘 하다 짓,1
nikluge-au-2022-train-006351,저 거 누가 합격 불합격 하다,0
nikluge-au-2022-train-006352,몇 년 보다 친구 들 만나다 얘기 하다 보 정 확 떨어지다,0
nikluge-au-2022-train-006353,페북 웹툰 보다 친구 들,0
nikluge-au-2022-train-006354,보다 짜장면 먹다,0
nikluge-au-2022-train-006355,존나 한 남아 재꼰 대 재기 같다 보이다 단어,1
nikluge-au-2022-train-006356,보 냉병 가성 비 상타취래 사려 보다 여름 다 팔리다,0
nikluge-au-2022-train-006357,야근 수당 안주 면서,0
nikluge-au-2022-train-006358,첨 찌다 따다 망상 녀 아무 말 안거 눈물 줄줄 스토리 이다 나중 인기 폭발 레즈 녀 되어다 버리다,1
nikluge-au-2022-train-006359,어제 비 엄청 오다 우리 집다 멀쩡하다 쩜 자다 옆집 복도 물 촥촥 퍼내다 소리 들리다,0
nikluge-au-2022-train-006360,화장실 안녕하다 이사 오다,0
nikluge-au-2022-train-006361,미래 인간 된거 같잖다,0
nikluge-au-2022-train-006362,커리어 뭐라다 이 어가 야하다,0
nikluge-au-2022-train-006363,유리 진짜 파편 날아다니다,0
nikluge-au-2022-train-006364,중딩 때 당하다 생각나다 열 뻗치다,1
nikluge-au-2022-train-006365,어제 통 자르다 수박 먹다 한 입 베 어물 자마자,0
nikluge-au-2022-train-006366,시큼하다 요거트 맛 나서다 식겁하다 뱉다,0
nikluge-au-2022-train-006367,자기 아무 상관 없다 사람 남편 그렇다 댓글 존나 달다 차단 먹다 이란 사람 때문 그렇다,1
nikluge-au-2022-train-006368,빨래 너 무안하다,0
nikluge-au-2022-train-006369,저딴 동영상 만들다 올리다 개 많다 한남 들 영상 댓글달다 보다 가관 임,1
nikluge-au-2022-train-006370,나 한남 취급 안당 하다 그 뒤 손 자주 씻다,1
nikluge-au-2022-train-006371,원래 좀 드럽다 살다 한남 여자 나누다 조금 자주 씻다 되어다,1
nikluge-au-2022-train-006372,손 자주 씻다 깨끗하다 한남 욕 일석 이조,1
nikluge-au-2022-train-006373,4시 부터 테이블 거의 빠지다 기 갈다 게이바 되다,1
nikluge-au-2022-train-006374,또 괄 떨어지다 싶다 오타쿠 티 내놓다,1
nikluge-au-2022-train-006375,다 뒤지다,1
nikluge-au-2022-train-006376,내 동생 한 남충,1
nikluge-au-2022-train-006377,영화관 광고 나오다,0
nikluge-au-2022-train-006378,난 밀크 티 펄 들어가다 과일 티 새 콤 달콤하다 펄 들어가다 더 맛있다 같다,0
nikluge-au-2022-train-006379,회사 앞 크다 스텀 가능하다 집 생기다 한번 시키다 봄,0
nikluge-au-2022-train-006380,내 안 작다 한남,1
nikluge-au-2022-train-006381,청소 하란 소리 알다,0
nikluge-au-2022-train-006382,왜 사람 무섭다 밤 어두컴컴하다 곳 술 취한 상태 말 하다,0
nikluge-au-2022-train-006383,기혼 게이 들 그냥 한남 들 생각 하다 한국 결혼 하다 특혜 받다 들다 누리 싶다,1
nikluge-au-2022-train-006384,오늘 먹다 다 사진 찍다 스토리 올려주다,0
nikluge-au-2022-train-006385,손민수 하다,0
nikluge-au-2022-train-006386,최고 소속사,0
nikluge-au-2022-train-006387,누가 대표 나오다 보 ㅏ,0
nikluge-au-2022-train-006388,계정 진짜 적절하다 획기 적 아이디어 이다 어떻다 똘추 지다 전화번호 입력 하다 망하다,1
nikluge-au-2022-train-006389,쭈 락앤롤 질문 뽑히다,0
nikluge-au-2022-train-006390,남혐력 맥스 돼다 뒤지다 버리다 싶다,1
nikluge-au-2022-train-006391,토깽 리븐 때매 한남픽,1
nikluge-au-2022-train-006392,캐릭터 디자인 자다 뽑히다 같다 거기 다가 이 피씨 하다 한남 들 싫다 진짜,1
nikluge-au-2022-train-006393,가다 좋다 수도 잇다,0
nikluge-au-2022-train-006394,그 사라 어차피 여성 분 셨을텐 데,0
nikluge-au-2022-train-006395,가성 비 한남 밥 먹다 간다,1
nikluge-au-2022-train-006396,가끔 자기 못 생기다 사람 만날 수 없다 오다 꾸다 가지다 사람 들 나 만나다 하다,1
nikluge-au-2022-train-006397,고인 들 마지막 길 보내다 아내 위해 밥 지다 내다 들다,1
nikluge-au-2022-train-006398,고전 당 본선 다 들다 수고 많다 스비 ㅏ 다,0
nikluge-au-2022-train-006399,갠랭 하다 안 달다 바닥 치다,0
nikluge-au-2022-train-006400,피곤하다 안 졸리다,0
nikluge-au-2022-train-006401,조만간 사고 치다 깜빵갈듯,1
nikluge-au-2022-train-006402,컴트 왤케 짜다,0
nikluge-au-2022-train-006403,딱 복파 저리,0
nikluge-au-2022-train-006404,트청 트청 제일 좋다,0
nikluge-au-2022-train-006405,스처 큐비 트윗 청소기,0
nikluge-au-2022-train-006406,다른 애 들 보여주다,0
nikluge-au-2022-train-006407,약 먹다 잠 자다,0
nikluge-au-2022-train-006408,당 신 차례 보다,0
nikluge-au-2022-train-006409,차 개 막히다 나 배아 파서 차안 데굴 ㄷ 굴 굴럿음,0
nikluge-au-2022-train-006410,진짜 대박 좋다,0
nikluge-au-2022-train-006411,이 사진 존 ㄴ 젛,0
nikluge-au-2022-train-006412,진짜 콘도 콘서트 데려가다,0
nikluge-au-2022-train-006413,정말 이 기분 집 돌아가다 싫다,0
nikluge-au-2022-train-006414,학원 갓 다가 스터디 밥 먹다 피다 쓰러지다 누움,0
nikluge-au-2022-train-006415,자운대 가다,0
nikluge-au-2022-train-006416,아 이 거 보내다 내 자신 너무 오타쿠 같다 토 하다,1
nikluge-au-2022-train-006417,영화 보다 영화 보다 기분 안 나아지다 같다 무서움 내 조아하다 것 들 해도 나 변화 없다 나 너무 슬프다 무서움,0
nikluge-au-2022-train-006418,나 너무 화가 나서다 어딘가 가다 갈다 곳,0
nikluge-au-2022-train-006419,온갖 전철역 시부야 도배 되어다 생각 하다 진짜 감당 안되다,0
nikluge-au-2022-train-006420,인류 멸망하다 안 돼다,1
nikluge-au-2022-train-006421,지다 성공하다 얼마나 성공하다 그렇다,1
nikluge-au-2022-train-006422,역시 마이너 더 유난,1
nikluge-au-2022-train-006423,아니다 내 땀 오 리터 흘리다 씹다 내다 알다 한남 왜 지나가다 만해 치다,1
nikluge-au-2022-train-006424,본가 에어컨 없다,0
nikluge-au-2022-train-006425,약간 이 지 녁 같다 찌다 타 오타쿠 좋다 저런 찐타쿠 싫다,1
nikluge-au-2022-train-006426,마스터 님 입맛 한남,1
nikluge-au-2022-train-006427,강경 버거킹 파,0
nikluge-au-2022-train-006428,음 그냥 어제 다 써다 버리다 걸,0
nikluge-au-2022-train-006429,고 소 당 햇 으 면 진작 당햇겟 느그 들,1
nikluge-au-2022-train-006430,느그 피릿 죽지 않다,1
nikluge-au-2022-train-006431,절대 역 전해,0
nikluge-au-2022-train-006432,사천팔백 번 보다,0
nikluge-au-2022-train-006433,부끄럽다 보 개 저 웃음 저절로 나오다,1
nikluge-au-2022-train-006434,남 들 천사 이다 뭐 어쩌라고,0
nikluge-au-2022-train-006435,하다 쪽 빼다 것 나다 모르다 빼다 던지다,0
nikluge-au-2022-train-006436,노트북 삿는데 택배 기사 문자 전화 하나 없이 문 앞 두다 갓 음,0
nikluge-au-2022-train-006437,우리 집다 정말 길앞 잇다 집 계단 올라오다 문인 뎈,0
nikluge-au-2022-train-006438,심지어 슈퍼 맡기다 달라 써다 말,0
nikluge-au-2022-train-006439,그니까 스윙 키즈 보다,0
nikluge-au-2022-train-006440,덕입니닼,0
nikluge-au-2022-train-006441,개 귀엽다,0
nikluge-au-2022-train-006442,포카 교환 햇,0
nikluge-au-2022-train-006443,어쩔 수 없다 뿌리 뽑다 한남 멸종 시키다 수,1
nikluge-au-2022-train-006444,생리 컵 쓰다 되다 자댕,1
nikluge-au-2022-train-006445,저 기사 볼 때 너무 아찔하다,0
nikluge-au-2022-train-006446,세 시간 동안 무슨 일이 나다 어쩔 뻔 하다,0
nikluge-au-2022-train-006447,자다 되다,0
nikluge-au-2022-train-006448,하지만 난 우산 잇다 찌,0
nikluge-au-2022-train-006449,진짜 한남 어떡하다,1
nikluge-au-2022-train-006450,아 진짜 찢다 죽이다 놈,1
nikluge-au-2022-train-006451,진 ㅁ 자 잘생겻다,0
nikluge-au-2022-train-006452,아 진짜 왜 있다,1
nikluge-au-2022-train-006453,한남 하다 이유 냄새 나 방향 너무 뚜렷하다 대문,1
nikluge-au-2022-train-006454,한남 들 땀 냄새 좀 어떻다 해,1
nikluge-au-2022-train-006455,누굴보셧나,0
nikluge-au-2022-train-006456,내 이렇게 여유롭다 마르다 탕 먹다 때 아니다,0
nikluge-au-2022-train-006457,진짜 하다 하다 여자 녀,1
nikluge-au-2022-train-006458,잠깐 탈 한국 하다 한 녀 다짐 이다,1
nikluge-au-2022-train-006459,하다 하다 여자 한 녀 요,1
nikluge-au-2022-train-006460,누나 개 저 로 만들다 버리다 반바지 기다 양말 패션 뭔 데,1
nikluge-au-2022-train-006461,하다 하다 여자 한 녀,1
nikluge-au-2022-train-006462,귀엽다 숨막히다,0
nikluge-au-2022-train-006463,발목 아래 쌀떡 붙이 다니다 사람 잇다,0
nikluge-au-2022-train-006464,강제 거실 오타쿠,1
nikluge-au-2022-train-006465,네루 살리다,0
nikluge-au-2022-train-006466,웨이 션 파생 그룹 차이나 중팀 아니다 헛소리 작작하다,1
nikluge-au-2022-train-006467,ㅎㅎ 맘 편하다 응원 하다 수 잇다 분들 부럽다 네 용 태국인 좋아하다 텐프,0
nikluge-au-2022-train-006468,쉬다 안다,0
nikluge-au-2022-train-006469,아 너 이제 다른 집 아들해,0
nikluge-au-2022-train-006470,우리 집 사위 우리 집 남자친구 하,0
nikluge-au-2022-train-006471,문제 되다 상황 얘기 하다 왜 가족 들 들먹이다 빡 대가리 어쩌 하다,1
nikluge-au-2022-train-006472,암튼 수학 뭐 양자역학 식이 비슷하다,0
nikluge-au-2022-train-006473,이 국가보안법 어기 빨갱이 공산주의 자 소송 몇개 걸리다 잇다,1
nikluge-au-2022-train-006474,살다,0
nikluge-au-2022-train-006475,말 그 따다 하다 너 같다 애 관심 필요없다 니 최애 좋아하다,1
nikluge-au-2022-train-006476,그렇다 관심 꺼,0
nikluge-au-2022-train-006477,이번 콘서트 역대 급 몰아치다 힘들다 하다,0
nikluge-au-2022-train-006478,진짜 끝 갈수록 힘들다 보이다 생각 있다,0
nikluge-au-2022-train-006479,후 폭풍 때 가다 난간 기대 있다 힘드다,0
nikluge-au-2022-train-006480,콘서트 시작 하다 ㄴ 느대 나 입장 못햇 어,0
nikluge-au-2022-train-006481,지구 더럽히다 아보카도 아니다 남자,1
nikluge-au-2022-train-006482,친오빠 한남 새끼 아니다 얘 내 동생 이다 오조오억 번 생각 함,1
nikluge-au-2022-train-006483,웬만하다 남자 들 한남 패치 어쩔 수 없다 생각 하다 진짜 내 부끄럽다 정도 자다 자라다 동생,1
nikluge-au-2022-train-006484,한남 맨 스 플레인 하다 때 대가리 깨다,1
nikluge-au-2022-train-006485,존나 한남 같다 막다 진짜,1
nikluge-au-2022-train-006486,아 진짜 또 라이 같다,1
nikluge-au-2022-train-006487,편지 쓰다 꼭 다 들다 기다리다,0
nikluge-au-2022-train-006488,안 입다 예의 없다 하다 웃기 꼭지 보이다 죄악 시 하 것 웃기다,1
nikluge-au-2022-train-006489,두다 보다,0
nikluge-au-2022-train-006490,다시 니 이 판 뭐 좀 하다 돌아오다 내 가지다 정말 다 두 고서 매장 시키다,1
nikluge-au-2022-train-006491,추호 생각 하다 그냥 어디서 목숨 간신히 붙이다 채 살다,1
nikluge-au-2022-train-006492,허버허버,1
nikluge-au-2022-train-006493,오프 레오 프레,0
nikluge-au-2022-train-006494,하 난이 너무 덥다 보다 추국 이 허상 결 계 옷 들어주다 그냥 상체 탈의 한 채 다니다 국난 즈,0
nikluge-au-2022-train-006495,나중 만나다 그 방법 그대로 써다 먹다 하다,0
nikluge-au-2022-train-006496,대사 뻔하다,0
nikluge-au-2022-train-006497,너무 덥다,0
nikluge-au-2022-train-006498,여기다 열대우림기후,0
nikluge-au-2022-train-006499,와이파이 없다,0
nikluge-au-2022-train-006500,그리다,0
nikluge-au-2022-train-006501,안녕 안녕,0
nikluge-au-2022-train-006502,시작 끝 빻 인사 드리다,1
nikluge-au-2022-train-006503,저 캐 모든 것 꼴리다,0
nikluge-au-2022-train-006504,초딩 때 해양소년단 하다 많다 걸 해보다 아직도 승마 하다 가다 때 잊다 못 하다,0
nikluge-au-2022-train-006505,거기 계시다 선생님 왈 말 등 태운 사람 기 싸움 하다 밀리 떨어뜨리다 하다 그래서 개쫄았단 말,0
nikluge-au-2022-train-006506,좆돌팬 재수없다,1
nikluge-au-2022-train-006507,내다 새끼 들 허구 한 날 발라드 치다 부르다 앉다 진짜 개 빡치다,1
nikluge-au-2022-train-006508,프 3 나오다 해보다,0
nikluge-au-2022-train-006509,이 사람 들 말다 안 받다,0
nikluge-au-2022-train-006510,한남 재기,1
nikluge-au-2022-train-006511,커플 새끼 들 지금 몇 분 째 치다 고르다 있다 임,1
nikluge-au-2022-train-006512,나 냉장고 같다 왜 치다 만들다 헷갈리다 해,1
nikluge-au-2022-train-006513,뭘 응원 자빠지다,1
nikluge-au-2022-train-006514,비 좀 많이 맞다,0
nikluge-au-2022-train-006515,그렇다 잉 다,0
nikluge-au-2022-train-006516,괜찮다 그렇다 있다,0
nikluge-au-2022-train-006517,스스스스스,0
nikluge-au-2022-train-006518,오타쿠 력 차오르다 그 소리,1
nikluge-au-2022-train-006519,친구 다른 친구 집 왓는데,0
nikluge-au-2022-train-006520,이 정도 많이 하다 보다,0
nikluge-au-2022-train-006521,그치다 화학 모르다,0
nikluge-au-2022-train-006522,7시간 후면 시험 보다,0
nikluge-au-2022-train-006523,분명 기 받다 거중 걍 알티 타다 성적 조작 하다 놈 들다,1
nikluge-au-2022-train-006524,뭔 개 소리,1
nikluge-au-2022-train-006525,수학 학원 테스트 오다,0
nikluge-au-2022-train-006526,고맙다 말 죽다 안 하다,0
nikluge-au-2022-train-006527,저 거 소리 때문 욕먹다 저 거 이 하다,0
nikluge-au-2022-train-006528,이 거 하다 연습 생각 하다 너무 웃기다,0
nikluge-au-2022-train-006529,계정 옮기다 ㅠ 거기 안 쓰다 여기 쓰다,0
nikluge-au-2022-train-006530,아 너무 웃기다 크다 항,0
nikluge-au-2022-train-006531,알티 추첨 5조 보내다 드리다,0
nikluge-au-2022-train-006532,미치다,1
nikluge-au-2022-train-006533,침대 이제 나오다,0
nikluge-au-2022-train-006534,메 갈다 돌 더보이즈,1
nikluge-au-2022-train-006535,노 에어 마지막 부분 일자 서서 안무 하다 바꾸다 안되다,0
nikluge-au-2022-train-006536,피시방 무슨 구천원 넘다,0
nikluge-au-2022-train-006537,도 ㅋㅋ 명예 한남 같다 캐릭 임,1
nikluge-au-2022-train-006538,맘 들다,0
